5.434049417909654345e-01,5.662240159233440373e-01
2.783693850937961622e-01,5.635482181090027964e-01
4.245175907491330891e-01,3.730134019515116139e-01
8.447761323199036720e-01,3.420392847304430939e-01
4.718856190972564590e-03,1.320579513324306870e-02
1.215691207831142151e-01,7.182242941719342300e-01
6.707490847267786327e-01,5.358943460717342511e-01
8.258527551050476312e-01,3.128935045967592976e-01
1.367065896849529727e-01,6.769641054057990992e-01
5.750933294272499996e-01,4.885266629552585393e-01
8.913219543122640198e-01,2.355488532735134366e-01
2.092021221171895817e-01,6.597581078710492708e-01
1.853282195500750573e-01,7.694801015013572609e-01
1.083768904642551378e-01,6.597730797340856101e-01
2.196974926249921634e-01,7.159577356067245990e-01
9.786237847073696594e-01,8.212462497302482900e-01
8.116831490893232637e-01,3.243998406107611587e-01
1.719410127325942117e-01,6.909319374746695219e-01
8.162247487258399437e-01,3.131595032763993536e-01
2.740737470416991783e-01,4.112080454146485042e-01
4.317041836631216878e-01,3.691719844644670845e-01
9.400298196223746405e-01,4.433643469741901932e-01
8.176493787767273869e-01,1.720063538384907498e-01
3.361119501208986726e-01,4.657565041589200039e-01
1.754104537423366583e-01,6.747570429405986836e-01
3.728320462899231691e-01,4.237268935103549738e-01
5.688507352573424214e-03,-5.939792373154320106e-03
2.524263534448404345e-01,5.708566689879195355e-01
7.956625084732873443e-01,3.670070774913131162e-01
1.525497124633901080e-02,7.129965777101168745e-02
5.988433769284928765e-01,4.901094344283137283e-01
6.038045390428535830e-01,5.602195251390974517e-01
1.051476854120563242e-01,6.513164134352089629e-01
3.819434449431100553e-01,3.854210201731215757e-01
3.647605659256891730e-02,3.094612674080369774e-01
8.904115634420757264e-01,2.557128547372887750e-01
9.809208570123114646e-01,9.259825407248846174e-01
5.994198881803725065e-02,5.343243347532098397e-01
8.905459447285041241e-01,2.215901610113554243e-01
5.769014994000328800e-01,5.424576712891623353e-01
7.424796890979773467e-01,3.615291533631804222e-01
6.301839364753760719e-01,6.553493364079098216e-01
5.818421923987778799e-01,4.810900749545326538e-01
2.043913202692315689e-02,1.137091446139627815e-01
2.100265776728605926e-01,6.280618332537786230e-01
5.446848781786475246e-01,4.610841675800076422e-01
7.691151711056516405e-01,4.417170496179405048e-01
2.506952291383959253e-01,5.716259509906471692e-01
2.858956904068646887e-01,5.632073315417628345e-01
8.523950878413063537e-01,3.320540698265041502e-01
9.750064936065875321e-01,7.075520506376098417e-01
8.848532934911055303e-01,2.510427388192030818e-01
3.595078439369022716e-01,5.153207923916379718e-01
5.988589458757471728e-01,6.025449445041670682e-01
3.547956116572997809e-01,3.917534355615645003e-01
3.401902153706457543e-01,4.532981761962148748e-01
1.780809895058048653e-01,6.089142185969658172e-01
2.376942086240504404e-01,5.996841017761634918e-01
4.486228246077528237e-02,4.342666254732940878e-01
5.054314296357892422e-01,5.256861784146892314e-01
3.762524542973629815e-01,3.747831089829720130e-01
5.928054009758866316e-01,5.218468712000581267e-01
6.299418755874973685e-01,5.920598295903231056e-01
1.426003144462835159e-01,6.846236505419168727e-01
9.338412994664190281e-01,5.691334280020119429e-01
9.463798808091012926e-01,5.230354939909823697e-01
6.022966577308656033e-01,5.245005478478536043e-01
3.877662803266307412e-01,4.824895893187895468e-01
3.631880041093498157e-01,4.587253589192720749e-01
2.043452768686442322e-01,6.314264556549995522e-01
2.767650613963351658e-01,6.464930526445030745e-01
2.465358812035496339e-01,5.712287372080034897e-01
1.736080017402050757e-01,7.123874154259949298e-01
9.666096944873235897e-01,7.135599620493471296e-01
9.570126003527981151e-01,6.017759683450990549e-01
5.979736843289207293e-01,4.974179108046016262e-01
7.313007530599225925e-01,5.414340191299129579e-01
3.403852228374361077e-01,4.249197558562960442e-01
9.205560337723861508e-02,6.948634704182439226e-01
4.634980189371477044e-01,4.613866127060756717e-01
5.086988932381939499e-01,5.062761179799225575e-01
8.846017300289077401e-02,6.018643255196239883e-01
5.280352233180474197e-01,5.588505817908385742e-01
9.921580365105282517e-01,9.034089401115860118e-01
3.950359317582295970e-01,5.416192069055774105e-01
3.355964417185682835e-01,3.921058984635663602e-01
8.054505373292797366e-01,3.432188268099164441e-01
7.543489945823536047e-01,4.665051112113407505e-01
3.130664415885097140e-01,3.842458884376418471e-01
6.340366829622751110e-01,5.478945328218439714e-01
5.404045753007163944e-01,5.448116801434326195e-01
2.967937508800146951e-01,4.197561264534455105e-01
1.107879011824457471e-01,6.938591898170008987e-01
3.126402978757431006e-01,4.512138204721573009e-01
4.569791300492658248e-01,4.622198316879593261e-01
6.589400702261969389e-01,6.389463220299462787e-01
2.542575178177181039e-01,5.928955277561959170e-01
6.411012587007016705e-01,5.484202448482599079e-01
2.001236072184031656e-01,6.344258072445612129e-01
6.576248055289837247e-01,4.723854344785164416e-01
